id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,hrID,hdbID,verified,name
8482713,https://assets.nhle.com/mugs/nhl/20232024/FLA/8482713.png,Mackie,Samoskevich,25,R,R,71,183,180,83,2002-11-15,Newtown,USA,Connecticut,"","",false,Mackie Samoskevich
8482088,https://assets.nhle.com/mugs/nhl/20232024/FLA/8482088.png,Justin,Sourdif,24,R,R,71,180,180,82,2002-03-24,Richmond,CAN,British Columbia,"","",false,Justin Sourdif
8484304,https://assets.nhle.com/mugs/nhl/20232024/FLA/8484304.png,Uvis,Balinskis,26,D,L,72,196,183,89,1996-08-01,Ventspils,LVA,"","",false,"",Uvis Balinskis
8482107,https://assets.nhle.com/mugs/nhl/20232024/FLA/8482107.png,Mike,Benning,44,D,R,69,185,175,84,2002-01-05,Edmonton,CAN,Alberta,"","",false,Mike Benning
8481600,https://assets.nhle.com/mugs/nhl/20232024/FLA/8481600.png,Tobias,Bjornfot,2,D,L,73,200,185,91,2001-04-06,Upplands Vasby,SWE,"","",false,"",Tobias Bjornfot
8480025,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480025.png,MacKenzie,Entwistle,R,R,75,205,191,93,1999-07-14,Georgetown,CAN,Ontario,"","",false,MacKenzie Entwistle
8477034,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png,Jaycob,Megna,D,L,78,220,198,100,1992-12-10,Plantation,USA,Florida,"","",false,Jaycob Megna
8445437,https://assets.nhle.com/mugs/nhl/19921993/TBL/8445437.png,Tim,Bergland,11,R,R,75,194,191,88,1965-01-11,Crookston,USA,Minnesota,"","",false,Tim Bergland
8456117,https://assets.nhle.com/mugs/nhl/19921993/TBL/8456117.png,Stan,Drulia,20,R,R,71,190,180,86,1968-01-05,Elmira,USA,New York,"","",false,Stan Drulia
8449093,https://assets.nhle.com/mugs/nhl/19921993/TBL/8449093.png,Steve,Maltais,17,L,L,74,210,188,95,1969-01-25,Arvida,CAN,Quebec,"","",false,Steve Maltais
8449677,https://assets.nhle.com/mugs/nhl/19921993/TBL/8449677.png,Michel,Mongeau,41,C,L,69,190,175,86,1965-02-09,Montréal,CAN,Quebec,"","",false,Michel Mongeau
8450071,https://assets.nhle.com/mugs/nhl/19921993/TBL/8450071.png,Keith,Osborne,15,R,R,73,188,185,85,1969-04-02,Toronto,CAN,Ontario,"","",false,Keith Osborne
8457883,https://assets.nhle.com/mugs/nhl/19921993/TBL/8457883.png,Jason,Ruff,9,L,L,74,192,188,87,1970-01-27,Kelowna,CAN,British Columbia,"","",false,Jason Ruff
8451381,https://assets.nhle.com/mugs/nhl/19921993/TBL/8451381.png,Martin,Simard,13,R,R,75,215,191,98,1966-01-25,Montréal,CAN,Quebec,"","",false,Martin Simard
8458879,https://assets.nhle.com/mugs/nhl/19921993/TBL/8458879.png,Chris,Lipuma,26,D,L,73,210,185,95,1971-03-23,Oak Lawn,USA,Illinois,"","",false,Chris Lipuma
8458825,https://assets.nhle.com/mugs/nhl/19921993/TBL/8458825.png,Shawn,Rivers,3,D,L,69,183,175,83,1971-01-30,Ottawa,CAN,Ontario,"","",false,Shawn Rivers
8447001,https://assets.nhle.com/mugs/nhl/19931994/TBL/8447001.png,Gerard,Gallant,17,L,L,70,190,178,86,1963-09-02,Summerside,CAN,Prince Edward Island,"","",false,Gerard Gallant
8458985,https://assets.nhle.com/mugs/nhl/19931994/TBL/8458985.png,Brent,Gretzky,49,C,L,70,160,178,73,1972-02-20,Brantford,CAN,Ontario,"","",false,Brent Gretzky
8449399,https://assets.nhle.com/mugs/nhl/19931994/TBL/8449399.png,William,Mcdougall,11,C,R,72,185,183,84,1966-08-10,New Waterford,CAN,Nova Scotia,"","",false,William Mcdougall
8460628,https://assets.nhle.com/mugs/nhl/19941995/TBL/8460628.png,Alexander,Selivanov,29,R,L,72,205,183,93,1971-03-23,Moscow,RUS,"","",false,"",Alexander Selivanov
8450471,https://assets.nhle.com/mugs/nhl/19941995/TBL/8450471.png,Adrian,Plavsic,6,D,L,73,191,185,87,1970-01-13,Montréal,CAN,Quebec,"","",false,Adrian Plavsic
8445789,https://assets.nhle.com/mugs/nhl/19951996/TBL/8445789.png,Shawn,Burr,11,L,L,73,205,185,93,1966-07-01,Sarnia,CAN,Ontario,"","",false,Shawn Burr
8459206,https://assets.nhle.com/mugs/nhl/19951996/TBL/8459206.png,Allan,Egeland,25,C,L,71,174,180,79,1973-01-31,Lethbridge,CAN,Alberta,"","",false,Allan Egeland
8446825,https://assets.nhle.com/mugs/nhl/19951996/TBL/8446825.png,Steven,Finn,29,D,L,72,198,183,90,1966-08-20,Laval,CAN,Quebec,"","",false,Steven Finn
8459081,https://assets.nhle.com/mugs/nhl/19951996/TBL/8459081.png,Derek,Wilkinson,35,G,L,72,160,183,73,1974-07-29,LaSalle,CAN,Quebec,"","",false,Derek Wilkinson
8459415,https://assets.nhle.com/mugs/nhl/19961997/TBL/8459415.png,Brent,Peterson,17,L,L,75,195,191,88,1972-07-20,Calgary,CAN,Alberta,"","",false,Brent Peterson
8460494,https://assets.nhle.com/mugs/nhl/19971998/TBL/8460494.png,Jason,Bonsignore,64,C,R,76,220,193,100,1976-04-15,Rochester,USA,New York,"","",false,Jason Bonsignore
8456031,https://assets.nhle.com/mugs/nhl/19971998/TBL/8456031.png,Louie,Debrusk,33,L,L,74,227,188,103,1971-03-19,Cambridge,CAN,Ontario,"","",false,Louie Debrusk
8462434,https://assets.nhle.com/mugs/nhl/19971998/TBL/8462434.png,Corey,Spring,20,C,R,76,220,193,100,1971-05-31,Cranbrook,CAN,British Columbia,"","",false,Corey Spring
8462059,https://assets.nhle.com/mugs/nhl/19971998/TBL/8462059.png,Mike,Mcbain,2,D,L,73,191,185,87,1977-01-12,Kimberley,CAN,British Columbia,"","",false,Mike Mcbain
8462247,https://assets.nhle.com/mugs/nhl/19971998/TBL/8462247.png,Zac,Bierk,35,G,L,77,205,196,93,1976-09-17,Peterborough,CAN,Ontario,"","",false,Zac Bierk
8466242,https://assets.nhle.com/mugs/nhl/19981999/TBL/8466242.png,Karel,Betik,6,D,L,74,208,188,94,1978-10-28,Ostrava,CZE,"","",false,"",Karel Betik
8462096,https://assets.nhle.com/mugs/nhl/19981999/TBL/8462096.png,Sergey,Gusev,11,D,L,73,205,185,93,1975-07-31,Nizhny Tagil,RUS,"","",false,"",Sergey Gusev
8459038,https://assets.nhle.com/mugs/nhl/19981999/TBL/8459038.png,Sami,Helenius,4,D,L,78,230,198,104,1974-01-22,Helsinki,FIN,"","",false,"",Sami Helenius
8464969,https://assets.nhle.com/mugs/nhl/19981999/TBL/8464969.png,Mario,Larocque,71,D,L,76,202,193,92,1978-04-24,Montréal,CAN,Quebec,"","",false,Mario Larocque
8466282,https://assets.nhle.com/mugs/nhl/19981999/TBL/8466282.png,Andrei,Skopintsev,41,D,R,72,185,183,84,1971-09-28,Moscow,RUS,"","",false,"",Andrei Skopintsev
8459357,https://assets.nhle.com/mugs/nhl/19981999/TBL/8459357.png,Kevin,Hodson,30,G,L,72,182,183,83,1972-03-27,Winnipeg,CAN,Manitoba,"","",false,Kevin Hodson
8466162,https://assets.nhle.com/mugs/nhl/19992000/TBL/8466162.png,Ben,Clymer,27,R,R,73,200,185,91,1978-04-11,Bloom,USA,Minnesota,"","",false,Ben Clymer
8466195,https://assets.nhle.com/mugs/nhl/19992000/TBL/8466195.png,Matt,Elich,73,R,R,74,200,188,91,1978-09-22,Detroit,USA,Michigan,"","",false,Matt Elich
8466198,https://assets.nhle.com/mugs/nhl/19992000/TBL/8466198.png,Kyle,Freadrich,24,L,L,79,260,201,118,1978-12-28,Edmonton,CAN,Alberta,"","",false,Kyle Freadrich
8468160,https://assets.nhle.com/mugs/nhl/19992000/TBL/8468160.png,Dale,Rominski,51,R,R,74,200,188,91,1975-10-01,Farmington Hills,USA,Michigan,"","",false,Dale Rominski
8459047,https://assets.nhle.com/mugs/nhl/19992000/TBL/8459047.png,Jeff,Shevalier,19,L,L,71,178,180,81,1974-03-14,Mississauga,CAN,Ontario,"","",false,Jeff Shevalier
8464970,https://assets.nhle.com/mugs/nhl/19992000/TBL/8464970.png,Jaroslav,Svejkovsky,34,R,R,73,193,185,88,1976-10-01,Tabor,CZE,"","",false,"",Jaroslav Svejkovsky
8460763,https://assets.nhle.com/mugs/nhl/19992000/TBL/8460763.png,Pavel,Torgaev,18,C,L,72,187,183,85,1966-01-25,Nizhny Novgorod,RUS,"","",false,"",Pavel Torgaev
8468000,https://assets.nhle.com/mugs/nhl/19992000/TBL/8468000.png,Kaspars,Astashenko,62,D,L,73,206,185,93,1975-02-17,Riga,LVA,"","",false,"",Kaspars Astashenko
8464990,https://assets.nhle.com/mugs/nhl/19992000/TBL/8464990.png,Marek,Posmyk,18,D,R,77,209,196,95,1978-09-15,Jihlava,CZE,"","",false,"",Marek Posmyk
8459523,https://assets.nhle.com/mugs/nhl/19992000/TBL/8459523.png,Dieter,Kochan,35,G,L,73,165,185,75,1974-05-11,Saskatoon,CAN,Saskatchewan,"","",false,Dieter Kochan
8467920,https://assets.nhle.com/mugs/nhl/20002001/TBL/8467920.png,Sheldon,Keefe,28,R,R,71,185,180,84,1980-09-17,Brampton,CAN,Ontario,"","",false,Sheldon Keefe
8468743,https://assets.nhle.com/mugs/nhl/20002001/TBL/8468743.png,Thomas,Ziegler,43,C,L,71,176,180,80,1978-06-09,Zurich,CHE,"","",false,"",Thomas Ziegler
8460711,https://assets.nhle.com/mugs/nhl/20002001/TBL/8460711.png,Craig,Millar,32,D,L,74,212,188,96,1976-07-12,Winnipeg,CAN,Manitoba,"","",false,Craig Millar
8459140,https://assets.nhle.com/mugs/nhl/20002001/TBL/8459140.png,Nikolai,Khabibulin,39,G,L,73,208,185,94,1973-01-13,Sverdlovsk,RUS,"","",false,"",Nikolai Khabibulin
8467940,https://assets.nhle.com/mugs/nhl/20002001/TBL/8467940.png,Evgeny,Konstantinov,1,G,L,72,180,183,82,1981-03-29,Kazan,RUS,"","",false,"",Evgeny Konstantinov
8468488,https://assets.nhle.com/mugs/nhl/20012002/TBL/8468488.png,Nikita,Alexeev,34,R,L,78,227,198,103,1981-12-27,Murmansk,RUS,"","",false,"",Nikita Alexeev
8467557,https://assets.nhle.com/mugs/nhl/20012002/TBL/8467557.png,Martin,Cibak,8,C,L,73,203,185,92,1980-05-17,Liptovský Mikuláš,SVK,"","",false,"",Martin Cibak
8467961,https://assets.nhle.com/mugs/nhl/20012002/TBL/8467961.png,Jimmie,Olvestad,18,L,L,73,194,185,88,1980-02-16,Stockholm,SWE,"","",false,"",Jimmie Olvestad
8460821,https://assets.nhle.com/mugs/nhl/20012002/TBL/8460821.png,Gaetan,Royer,54,R,R,75,210,191,95,1976-03-13,Donnacona,CAN,Quebec,"","",false,Gaetan Royer
8462633,https://assets.nhle.com/mugs/nhl/20012002/TBL/8462633.png,Ryan,Tobler,18,L,L,76,227,193,103,1976-05-13,Calgary,CAN,Alberta,"","",false,Ryan Tobler
8469456,https://assets.nhle.com/mugs/nhl/20022003/TBL/8469456.png,Alexander,Svitov,16,C,L,75,228,191,103,1982-11-03,Omsk,RUS,"","",false,"",Alexander Svitov
8466399,https://assets.nhle.com/mugs/nhl/20032004/TBL/8466399.png,Eric,Perrin,9,C,L,69,180,175,82,1975-11-01,Laval,CAN,Quebec,"","",false,Eric Perrin
8469543,https://assets.nhle.com/mugs/nhl/20052006/TBL/8469543.png,Evgeny,Artyukhin,76,R,L,76,255,193,116,1983-04-04,Moscow,RUS,"","",false,"",Evgeny Artyukhin
8468035,https://assets.nhle.com/mugs/nhl/20052006/TBL/8468035.png,Timo,Helbling,51,D,R,75,224,191,102,1981-07-21,Basel,CHE,"","",false,"",Timo Helbling
8470784,https://assets.nhle.com/mugs/nhl/20052006/TBL/8470784.png,Doug,O'Brien,39,D,L,72,200,183,91,1984-02-16,St. John's,CAN,Newfoundland and Labrador,"","",false,Doug O'Brien
8470813,https://assets.nhle.com/mugs/nhl/20052006/TBL/8470813.png,Gerald,Coleman,41,G,L,76,213,193,97,1985-04-03,Romeoville,USA,Illinois,"","",false,Gerald Coleman
8468706,https://assets.nhle.com/mugs/nhl/20052006/TBL/8468706.png,Brian,Eklund,40,G,L,76,211,193,96,1980-05-24,Braintree,USA,Massachusetts,"","",false,Brian Eklund
8459571,https://assets.nhle.com/mugs/nhl/20062007/TBL/8459571.png,Andreas,Karlsson,24,C,L,76,201,193,91,1975-08-19,Ludvika,SWE,"","",false,"",Andreas Karlsson
8467962,https://assets.nhle.com/mugs/nhl/20062007/TBL/8467962.png,Kyle,Wanvig,46,R,R,74,210,188,95,1981-01-29,Calgary,CAN,Alberta,"","",false,Kyle Wanvig
8471403,https://assets.nhle.com/mugs/nhl/20062007/TBL/8471403.png,Karri,Ramo,31,G,L,74,206,188,93,1986-07-01,Asikkala,FIN,"","",false,"",Karri Ramo
8471206,https://assets.nhle.com/mugs/nhl/20072008/TBL/8471206.png,Junior,Lessard,42,R,R,71,191,180,87,1980-05-26,St. Joseph De Beauce,CAN,Quebec,"","",false,Junior Lessard
8467939,https://assets.nhle.com/mugs/nhl/20072008/TBL/8467939.png,Dan,Jancevski,4,D,L,75,222,191,101,1981-06-15,Windsor,CAN,Ontario,"","",false,Dan Jancevski
8470634,https://assets.nhle.com/mugs/nhl/20072008/TBL/8470634.png,Matt,Smaby,32,D,L,78,230,198,104,1984-10-14,Minneapolis,USA,Minnesota,"","",false,Matt Smaby
8469608,https://assets.nhle.com/mugs/nhl/20072008/TBL/8469608.png,Mike,Smith,41,G,L,77,220,196,100,1982-03-22,Kingston,CAN,Ontario,"","",false,Mike Smith
8468626,https://assets.nhle.com/mugs/nhl/20082009/TBL/8468626.png,David,Koci,33,L,L,78,238,198,108,1981-05-12,Prague,CZE,"","",false,"",David Koci
8468523,https://assets.nhle.com/mugs/nhl/20082009/TBL/8468523.png,Matt,Pettinger,24,L,L,73,205,185,93,1980-10-22,Edmonton,CAN,Alberta,"","",false,Matt Pettinger
8471736,https://assets.nhle.com/mugs/nhl/20082009/TBL/8471736.png,Radek,Smolenak,52,L,L,74,207,188,94,1986-12-03,Prague,CZE,"","",false,"",Radek Smolenak
8474564,https://assets.nhle.com/mugs/nhl/20082009/TBL/8474564.png,Steven,Stamkos,91,C,R,72,182,183,83,1990-02-07,Markham,CAN,Ontario,"","",false,Steven Stamkos
8475073,https://assets.nhle.com/mugs/nhl/20082009/TBL/8475073.png,Geoff,Kinrade,56,D,L,72,195,183,88,1985-07-29,Nelson,CAN,British Columbia,"","",false,Geoff Kinrade
8471704,https://assets.nhle.com/mugs/nhl/20082009/TBL/8471704.png,Vladimir,Mihalik,56,D,L,80,246,203,112,1987-01-29,Presov,SVK,"","",false,"",Vladimir Mihalik
8471359,https://assets.nhle.com/mugs/nhl/20082009/TBL/8471359.png,Janne,Niskala,29,D,L,72,187,183,85,1981-09-22,Vasteras,SWE,"","",false,"",Janne Niskala
8469564,https://assets.nhle.com/mugs/nhl/20082009/TBL/8469564.png,Richard,Petiot,50,D,L,75,215,191,98,1982-08-20,Daysland,CAN,Alberta,"","",false,Richard Petiot
8473433,https://assets.nhle.com/mugs/nhl/20082009/TBL/8473433.png,Kevin,Quick,51,D,L,72,181,183,82,1988-03-29,Buffalo,USA,New York,"","",false,Kevin Quick
8473474,https://assets.nhle.com/mugs/nhl/20082009/TBL/8473474.png,Riku,Helenius,35,G,L,75,211,191,96,1988-03-01,Palkane,FIN,"","",false,"",Riku Helenius
8448535,https://assets.nhle.com/mugs/nhl/20082009/TBL/8448535.png,Olie,Kolzig,37,G,L,75,224,191,102,1970-04-06,Johannesburg,ZAF,"","",false,"",Olie Kolzig
8470778,https://assets.nhle.com/mugs/nhl/20092010/TBL/8470778.png,Drew,Miller,16,L,L,74,183,188,83,1984-02-17,Dover,USA,New Jersey,"","",false,Drew Miller
8474674,https://assets.nhle.com/mugs/nhl/20092010/TBL/8474674.png,James,Wright,43,C,L,76,210,193,95,1990-03-24,Saskatoon,CAN,Saskatchewan,"","",false,James Wright
8475167,https://assets.nhle.com/mugs/nhl/20092010/TBL/8475167.png,Victor,Hedman,77,D,L,79,244,201,111,1990-12-18,Ornskoldsvik,SWE,"","",false,"",Victor Hedman
8471711,https://assets.nhle.com/mugs/nhl/20092010/TBL/8471711.png,Scott,Jackson,58,D,L,75,219,191,99,1987-02-05,Salmon Arm,CAN,British Columbia,"","",false,Scott Jackson
8460503,https://assets.nhle.com/mugs/nhl/20092010/TBL/8460503.png,Mattias,Ohlund,D,L,76,233,193,106,1976-09-09,Pitea,SWE,"","",false,"",Mattias Ohlund
8474085,https://assets.nhle.com/mugs/nhl/20102011/TBL/8474085.png,Johan,Harju,24,L,L,75,210,191,95,1986-05-15,Övertorneå,SWE,"","",false,"",Johan Harju
8470615,https://assets.nhle.com/mugs/nhl/20102011/TBL/8470615.png,Marc-Antoine,Pouliot,34,C,R,74,203,188,92,1985-05-22,Québec,CAN,Quebec,"","",false,Marc-Antoine Pouliot
8471668,https://assets.nhle.com/mugs/nhl/20102011/TBL/8471668.png,Mattias,Ritola,21,C,L,72,192,183,87,1987-03-14,Borlange,SWE,"","",false,"",Mattias Ritola
8474095,https://assets.nhle.com/mugs/nhl/20102011/TBL/8474095.png,Dana,Tyrell,42,C,L,70,192,178,87,1989-04-23,Airdrie,CAN,Alberta,"","",false,Dana Tyrell
8470804,https://assets.nhle.com/mugs/nhl/20102011/TBL/8470804.png,Mathieu,Roy,28,D,R,74,210,188,95,1983-08-10,St. Georges,CAN,Quebec,"","",false,Mathieu Roy
8471413,https://assets.nhle.com/mugs/nhl/20102011/TBL/8471413.png,Mike,Vernace,48,D,L,72,216,183,98,1986-05-26,Toronto,CAN,Ontario,"","",false,Mike Vernace
8473638,https://assets.nhle.com/mugs/nhl/20102011/TBL/8473638.png,Cedrick,Desjardins,31,G,R,72,192,183,87,1985-09-30,Edmundston,CAN,New Brunswick,"","",false,Cedrick Desjardins
8471916,https://assets.nhle.com/mugs/nhl/20112012/TBL/8471916.png,Mike,Angelidis,10,L,L,73,214,185,97,1985-06-27,Woodbridge,CAN,Ontario,"","",false,Mike Angelidis
8476806,https://assets.nhle.com/mugs/nhl/20112012/TBL/8476806.png,JT,Brown,23,R,R,70,182,178,83,1990-07-02,Burnsville,USA,Minnesota,"","",false,JT Brown
8474201,https://assets.nhle.com/mugs/nhl/20112012/TBL/8474201.png,Pierre-Cedric,Labrie,76,L,L,75,226,191,103,1986-12-06,Baie-Comeau,CAN,Quebec,"","",false,Pierre-Cedric Labrie
8471705,https://assets.nhle.com/mugs/nhl/20112012/TBL/8471705.png,Brendan,Mikkelson,29,D,L,75,210,191,95,1987-06-22,Regina,CAN,Saskatchewan,"","",false,Brendan Mikkelson
8475104,https://assets.nhle.com/mugs/nhl/20112012/TBL/8475104.png,Evan,Oberg,43,D,L,72,191,183,87,1988-02-16,Forestburg,CAN,Alberta,"","",false,Evan Oberg
8470647,https://assets.nhle.com/mugs/nhl/20122013/TBL/8470647.png,B.J.,Crombeen,19,R,R,74,209,188,95,1985-07-10,Denver,USA,Colorado,"","",false,B.J. Crombeen
8474870,https://assets.nhle.com/mugs/nhl/20122013/TBL/8474870.png,Tyler,Johnson,9,C,R,68,185,173,84,1990-07-29,Spokane,USA,Washington,"","",false,Tyler Johnson
8473986,https://assets.nhle.com/mugs/nhl/20122013/TBL/8473986.png,Alex,Killorn,17,L,L,73,194,185,88,1989-09-14,Halifax,CAN,Nova Scotia,"","",false,Alex Killorn
8477205,https://assets.nhle.com/mugs/nhl/20122013/TBL/8477205.png,Andrej,Sustr,29,D,R,79,217,201,98,1990-11-29,Plzen,CZE,"","",false,"",Andrej Sustr
8476453,https://assets.nhle.com/mugs/nhl/20132014/TBL/8476453.png,Nikita,Kucherov,86,R,L,71,181,180,82,1993-06-17,Maykop,RUS,"","",false,"",Nikita Kucherov
8477832,https://assets.nhle.com/mugs/nhl/20132014/TBL/8477832.png,Cody,Kunyk,28,R,L,71,195,180,88,1990-05-20,Sherwood Park,CAN,Alberta,"","",false,Cody Kunyk
8477082,https://assets.nhle.com/mugs/nhl/20132014/TBL/8477082.png,Dmitry,Korobov,24,D,L,75,230,191,104,1989-03-12,Novopolotsk,BLR,"","",false,"",Dmitry Korobov
8477356,https://assets.nhle.com/mugs/nhl/20132014/TBL/8477356.png,Kristers,Gudlevskis,50,G,L,75,214,191,97,1992-07-31,Aizkraukle,LVA,"","",false,"",Kristers Gudlevskis
8474722,https://assets.nhle.com/mugs/nhl/20142015/TBL/8474722.png,Luke,Witkowski,28,R,R,74,210,188,95,1990-04-14,Holland,USA,Michigan,"","",false,Luke Witkowski
8476886,https://assets.nhle.com/mugs/nhl/20142015/TBL/8476886.png,Slater,Koekkoek,29,D,L,74,193,188,88,1994-02-18,Winchester,CAN,Ontario,"","",false,Slater Koekkoek
8476883,https://assets.nhle.com/mugs/nhl/20142015/TBL/8476883.png,Andrei,Vasilevskiy,88,G,L,76,220,193,100,1994-07-25,Tyumen,RUS,"","",false,"",Andrei Vasilevskiy
8476826,https://assets.nhle.com/mugs/nhl/20152016/TBL/8476826.png,Yanni,Gourde,37,C,L,69,174,175,79,1991-12-15,Saint-Narcisse,CAN,Quebec,"","",false,Yanni Gourde
8477326,https://assets.nhle.com/mugs/nhl/20152016/TBL/8477326.png,Joel,Vermin,92,R,L,71,192,180,87,1992-02-05,Bern,CHE,"","",false,"",Joel Vermin
8477454,https://assets.nhle.com/mugs/nhl/20162017/TBL/8477454.png,Adam,Erne,73,L,L,73,212,185,96,1995-04-20,New Haven,USA,Connecticut,"","",false,Adam Erne
8478010,https://assets.nhle.com/mugs/nhl/20162017/TBL/8478010.png,Brayden,Point,21,C,R,71,180,180,82,1996-03-13,Calgary,CAN,Alberta,"","",false,Brayden Point
8476911,https://assets.nhle.com/mugs/nhl/20162017/TBL/8476911.png,Tanner,Richard,38,C,L,72,192,183,87,1993-04-06,Markham,CAN,Ontario,"","",false,Tanner Richard
8477009,https://assets.nhle.com/mugs/nhl/20162017/TBL/8477009.png,Jake,Dotchin,59,D,R,75,210,191,95,1994-03-24,Cambridge,CAN,Ontario,"","",false,Jake Dotchin
8478519,https://assets.nhle.com/mugs/nhl/20172018/TBL/8478519.png,Anthony,Cirelli,71,C,L,72,189,183,86,1997-07-15,Etobicoke,CAN,Ontario,"","",false,Anthony Cirelli
8478416,https://assets.nhle.com/mugs/nhl/20182019/TBL/8478416.png,Erik,Cernak,81,D,R,76,224,193,102,1997-05-28,Kosice,SVK,"","",false,"",Erik Cernak
8475277,https://assets.nhle.com/mugs/nhl/20182019/TBL/8475277.png,Edward,Pasquale,80,G,L,74,215,188,98,1990-11-20,Toronto,CAN,Ontario,"","",false,Edward Pasquale
8478477,https://assets.nhle.com/mugs/nhl/20192020/TBL/8478477.png,Mitchell,Stephens,67,C,R,71,197,180,89,1997-02-05,Peterborough,CAN,Ontario,"","",false,Mitchell Stephens
8480186,https://assets.nhle.com/mugs/nhl/20192020/TBL/8480186.png,Alexander,Volkov,92,R,L,73,195,185,88,1997-08-02,Moscow,RUS,"","",false,"",Alexander Volkov
8479718,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479718.png,Alex,Barré-Boulet,12,C,L,70,180,178,82,1997-05-21,Montmagny,CAN,Quebec,"","",false,Alex Barré-Boulet
8479525,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479525.png,Ross,Colton,79,C,L,72,194,183,88,1996-09-11,Robbinsville,USA,New Jersey,"","",false,Ross Colton
8478069,https://assets.nhle.com/mugs/nhl/20202021/TBL/8478069.png,Daniel,Walcott,85,L,L,73,175,185,79,1994-02-19,Ile Perrot,CAN,Quebec,"","",false,Daniel Walcott
8479984,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479984.png,Cal,Foote,52,D,R,77,224,196,102,1998-12-13,Denver,USA,Colorado,"","",false,Cal Foote
8478049,https://assets.nhle.com/mugs/nhl/20202021/TBL/8478049.png,Ben,Thomas,56,D,R,73,187,185,85,1996-05-28,Calgary,CAN,Alberta,"","",false,Ben Thomas
8480863,https://assets.nhle.com/mugs/nhl/20212022/TBL/8480863.png,Gabriel,Fortier,82,L,L,70,177,178,80,2000-02-06,Lachine,CAN,Quebec,"","",false,Gabriel Fortier
8479542,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479542.png,Brandon,Hagel,38,L,L,74,179,188,81,1998-08-27,Saskatoon,CAN,Saskatchewan,"","",false,Brandon Hagel
8479383,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479383.png,Boris,Katchouk,13,L,L,74,206,188,93,1998-06-18,Vancouver,CAN,British Columbia,"","",false,Boris Katchouk
8479390,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479390.png,Taylor,Raddysh,16,R,R,75,198,191,90,1998-02-18,Caledon,CAN,Ontario,"","",false,Taylor Raddysh
8479413,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479413.png,Sean,Day,74,D,L,75,218,191,99,1998-01-09,Leuven,BEL,"","",false,"",Sean Day
8478178,https://assets.nhle.com/mugs/nhl/20212022/TBL/8478178.png,Darren,Raddysh,43,D,R,73,200,185,91,1996-02-28,Toronto,CAN,Ontario,"","",false,Darren Raddysh
8481597,https://assets.nhle.com/mugs/nhl/20212022/TBL/8481597.png,Hugo,Alnefelt,60,G,L,74,177,188,80,2001-06-04,Danderyd,SWE,"","",false,"",Hugo Alnefelt
8479591,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479591.png,Michael,Eyssimont,23,C,L,72,180,183,82,1996-09-09,Littleton,USA,Colorado,"","",false,Michael Eyssimont
8479661,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479661.png,Tanner,Jeannot,84,L,L,74,208,188,94,1997-05-29,Estevan,CAN,Saskatchewan,"","",false,Tanner Jeannot
8481043,https://assets.nhle.com/mugs/nhl/20222023/TBL/8481043.png,Cole,Koepke,45,L,L,73,196,185,89,1998-05-17,Two Harbors,USA,Minnesota,"","",false,Cole Koepke
8480246,https://assets.nhle.com/mugs/nhl/20222023/TBL/8480246.png,Nick,Perbix,48,D,R,74,191,188,87,1998-06-15,Elk River,USA,Minnesota,"","",false,Nick Perbix
8482070,https://assets.nhle.com/mugs/nhl/20232024/TBL/8482070.png,Mitchell,Chaffee,41,R,R,73,192,185,87,1998-01-26,Grand Rapids,USA,Michigan,"","",false,Mitchell Chaffee
8476822,https://assets.nhle.com/mugs/nhl/20232024/TBL/8476822.png,Luke,Glendening,11,C,R,70,190,178,86,1989-04-28,Grand Rapids,USA,Michigan,"","",false,Luke Glendening
8482655,https://assets.nhle.com/mugs/nhl/20232024/TBL/8482655.png,J.J.,Moser,D,L,73,173,185,78,2000-06-06,Biel,CHE,"","",false,"",J.J. Moser
8444929,https://assets.nhle.com/mugs/nhl/19741975/WSH/8444929.png,Ron,Anderson,10,R,R,70,165,178,75,1950-01-21,Moncton,CAN,New Brunswick,"","",false,Ron Anderson
8445101,https://assets.nhle.com/mugs/nhl/19741975/WSH/8445101.png,Mike,Bloom,25,L,L,75,206,191,93,1952-04-12,Ottawa,CAN,Ontario,"","",false,Mike Bloom
8445704,https://assets.nhle.com/mugs/nhl/19741975/WSH/8445704.png,Gord,Brooks,10,L,R,68,168,173,76,1950-09-11,Cobourg,CAN,Ontario,"","",false,Gord Brooks
8446512,https://assets.nhle.com/mugs/nhl/19741975/WSH/8446512.png,Larry,Fullan,24,L,L,71,185,180,84,1949-08-11,Toronto,CAN,Ontario,"","",false,Larry Fullan
