name,id,birthDate
Jiří Dopita,dopitji01,1968-12-02
Ivan Droppa,droppiv01,1972-02-01
Vítězslav Ďuriš,durisvi01,1954-01-05
Miroslav Dvořák,dvorami01,1951-10-11
Radek Dvořák,dvorara01,1977-03-09
Patrik Eliáš,eliaspa01,1976-04-13
Martin Erat,eratma01,1981-08-29
Jiří Fischer,fischji01,1980-07-31
Tomáš Fleischmann,fleisto01,1984-05-16
Pavel Francouz,francpa01,1990-06-03
Michael Frolík,frolimi01,1988-02-17
Miroslav Fryčer,frycemi01,1959-09-27
Marián Gáborík,gaborma01,1982-02-14
Stanislav Gron,gronst01,1978-10-28
Michal Grošek,grosemi01,1975-06-01
Radko Gudas,gudasra01,1990-06-05
Miloslav Gureň,gurenmi01,1976-09-24
Jaroslav Halák,halakja01,1985-05-13
Radek Hamr,hamrra01,1974-06-15
Roman Hamrlík,hamrlro01,1974-04-12
Michal Handzuš,handzmi01,1977-03-11
Martin Hanzal,hanzama01,1987-02-20
Dominik Hašek,hasekdo01,1965-01-29
Martin Havlát,havlama01,1981-04-19
Radoslav Hecl,heclra01,1974-10-11
Jan Hejda,hejdaja01,1978-06-18
Milan Hejduk,hejdumi01,1976-02-14
Aleš Hemský,hemskal01,1983-08-13
Jan Hlaváč,hlavaja01,1976-09-20
Ivan Hlinka,hlinkiv01,1950-01-26
Jaroslav Hlinka,hlinkja01,1976-11-10
Milan Hnilička,hnilimi01,1973-06-25
Miloš Holaň,holanmi01,1971-04-22
Bobby Holík,holikbo01,1971-01-01
Roman Horák,horakro01,1991-05-21
Miloslav Hořava,horavmi01,1961-08-14
Marcel Hossa,hossama02,1981-10-12
Marián Hossa,hossama01,1979-01-12
Martin Hosták,hostama01,1967-11-11
Jan Hrdina,hrdinja01,1976-02-05
Jiří Hrdina,hrdinji01,1958-01-05
Marek Hrivík,hrivima01,1991-08-28
Petr Hubáček,hubacpe01,1979-09-02
Jiří Hudler,hudleji01,1984-01-04
Ivan Huml,humliv01,1981-09-06
Miroslav Ihnačák,ihnacmi01,1962-11-19
Peter Ihnačák,ihnacpe01,1957-05-03
Jaromír Jágr,jagrja01,1972-02-15
Tomáš Jelínek,jelinto01,1962-04-29
Jakub Jeřábek,jerabja01,1991-05-12
Jaroslav Jirik,jirikja01,1939-12-10
Michal Jordán,jordami01,1990-07-17
Milan Jurčina,jurcimi01,1983-06-07
Tomáš Jurčo,jurcoto01,1992-12-28
František Kaberle,kaberfr01,1973-11-08
Tomáš Kaberle,kaberto01,1978-03-02
Petr Kalus,kaluspe01,1987-06-29
Tomáš Káňa,kanato01,1987-11-29
Petr Kanko,kankope01,1984-02-07
Ladislav Karabin,karabla01,1970-02-16
Lukáš Kašpar,kaspalu01,1985-09-23
Michal Kempný,kempnmi01,1990-09-08
Jakub Kindl,kindlja01,1987-02-10
Jakub Klepiš,klepija01,1984-06-05
Rostislav Klesla,kleslro01,1982-03-21
Petr Klíma,klimape01,1964-12-23
Tomáš Klouček,kloucto01,1980-03-07
David Kočí,kocida01,1981-05-12
Ladislav Kohn,kohnla01,1975-03-04
Pavel Kolařík,kolarpa01,1972-10-24
Juraj Kolník,kolniju01,1980-11-13
Tomáš Kopecký,kopecto01,1982-02-05
Aleš Kotalík,kotalal01,1978-12-23
Milan Kraft,kraftmi01,1980-01-17
Lukáš Krajíček,krajilu01,1983-03-11
David Krejčí,krejcda01,1986-04-28
Kamil Kreps,krepska01,1984-11-18
Jaroslav Kristek,kristja01,1980-03-16
Robert Kron,kronro01,1967-02-27
Vlastimil Kroupa,kroupvl01,1975-04-27
Filip Kuba,kubafi01,1976-12-29
Tomáš Kubalík,kubalto01,1990-05-01
Pavel Kubina,kubinpa01,1977-04-15
František Kučera,kucerfr01,1968-02-03
Kristián Kudroč,kudrokr01,1981-05-21
Tomáš Kundrátek,kundrto01,1989-12-26
Tomáš Kůrka,kurkato01,1981-12-14
Zdeněk Kutlák,kutlazd01,1980-02-13
Milan Kytnár,kytnami01,1989-05-19
Robert Lang,langro01,1970-12-19
Rick Lanz,lanzri01,1961-09-16
Ján Lašák,lasakja01,1979-04-10
Jiří Látal,latalji01,1967-02-02
Igor Liba,libaig01,1960-11-04
Richard Lintner,lintnri01,1977-11-15
Martin Lojek,lojekma01,1985-08-19
Jan Ludvig,ludvija01,1961-09-17
Ivan Majeský,majesiv01,1976-09-02
Tomáš Malec,malecto01,1982-05-13
Marek Malík,malikma01,1975-06-24
Josef Marha,marhajo01,1976-06-02
Martin Marinčin,marinma01,1992-02-18
Radek Martínek,martira01,1976-08-31
Marek Mazanec,mazanma01,1991-07-18
Josef Melichar,melicjo01,1979-01-20
Andrej Meszároš,meszaan01,1985-10-13
Branislav Mezei,mezeibr01,1980-10-08
Milan Michálek,michami01,1984-12-07
Zbyněk Michálek,michazb01,1982-12-23
Vladimír Mihálik,mihalvl01,1987-01-29
Petr Míka,mikape01,1979-02-12
Stan Mikita,mikitst01,1940-05-20
Jaroslav Modrý,modryja01,1971-02-27
Tomáš Mojžíš,mojzito01,1982-05-02
David Moravec,moravda01,1973-03-24
Vojtěch Mozík,mozikvo01,1992-12-26
Petr Mrázek,mrazepe01,1992-02-14
František Musil,musilfr01,1964-12-17
Ladislav Nagy,nagyla01,1979-06-01
Jakub Nakládal,naklaja01,1987-12-30
Stan Neckář,neckast01,1975-12-22
Václav Nedomanský,nedomva01,1944-03-14
Andrej Nedorost,nedoran01,1980-04-30
Václav Nedorost,nedorva01,1982-03-16
Petr Nedvěd,nedvepe01,1971-12-09
Zdeněk Nedvěd,nedvezd01,1975-03-03
Jan Němeček,nemecja01,1976-02-14
Andrej Nestrašil,nestran01,1991-02-22
Michal Neuvirth,neuvimi01,1988-03-23
Tomáš Nosek,nosekto01,1992-09-01
Filip Novák,novakfi01,1982-05-07
Jiří Novotný,novotji01,1983-08-12
Milan Nový,novymi01,1951-09-23
Jaroslav Obšut,obsutja01,1976-09-03
Rostislav Olesz,oleszro01,1985-10-10
Peter Ölvecký,olvecpe01,1985-10-11
Vladimír Országh,orszavl01,1977-05-24
Jaroslav Otevřel,otevrja01,1968-09-16
Ondřej Palát,palaton01,1991-03-28
Žigmund Pálffy,palffzi01,1972-05-05
Richard Pánik,panikri01,1991-02-07
Dušan Pašek,pasekdu01,1960-09-07
Pavel Patera,paterpa01,1971-09-06
Ondřej Pavelec,pavelon01,1987-08-31
Róbert Petrovický,petroro01,1973-10-26
Ronald Petrovický,petroro02,1977-02-15
Jakub Petružálek,petruja01,1985-04-24
Karel Pilař,pilarka01,1977-12-23
Kamil Piroš,piroska01,1978-11-20
Aleš Píša,pisaal01,1977-01-02
Libor Pivko,pivkoli01,1980-03-29
Michal Pivoňka,pivonmi01,1966-01-28
Tomáš Plekanec,plekato01,1982-10-31
Václav Pletka,pletkva01,1979-06-08
Tomáš Plíhal,plihato01,1983-03-28
Andrej Podkonický,podkoan01,1978-05-09
Roman Polák,polakro01,1986-04-28
Vojtěch Polák,polakvo01,1985-06-27
Tomáš Pöpperle,poppeto01,1984-10-10
Marek Posmyk,posmyma01,1978-09-15
Jaroslav Pouzar,pouzaja01,1952-01-23
Petr Prajsler,prajspe01,1965-09-21
Martin Procházka,prochma01,1972-03-03
Václav Prospal,prospva01,1975-02-17
Petr Průcha,pruchpe01,1982-09-14
Martin Prusek,prusema01,1975-12-11
Karel Rachůnek,rachuka01,1979-08-27
Lukáš Radil,radillu01,1990-08-05
Branko Radivojevič,radivbr01,1980-11-24
Robert Reichel,reichro01,1971-06-25
Michal Řepík,repikmi01,1988-12-31
David Rittich,rittida01,1992-08-19
Pavel Rosa,rosapa01,1977-06-07
Michal Rozsíval,rozsimi01,1978-09-03
Martin Ručinský,rucinma01,1971-03-11
Jan Rutta,ruttaja02,1990-07-29
Štefan Ružička,ruzicst01,1985-02-17
Vladimír Růžička,ruzicvl01,1963-06-06
Alexander Salák,salakal01,1987-01-05
Miroslav Šatan,satanmi01,1974-10-22
Robert Schnabel,schnaro01,1978-11-10
Marek Schwarz,schwama01,1986-04-01
Jiří Šejba,sejbaji01,1962-07-22
Peter Sejna,sejnape01,1979-10-05
Jiří Sekáč,sekacji01,1992-06-10
Andrej Sekera,sekeran01,1986-06-08
Ľubomír Sekeráš,sekerlu01,1968-11-18
Jaroslav Ševčík,sevcija01,1965-05-15
Radim Šimek,simekra01,1992-09-20
Roman Šimíček,simicro01,1971-11-04
Michal Sivek,sivekmi01,1981-01-21
Martin Škoula,skoulma01,1979-10-28
Pavel Skrbek,skrbepa01,1978-08-09
Jiří Šlégr,slegrji01,1971-05-30
Richard Šmehlík,smehlri01,1970-01-23
Ladislav Šmíd,smidla01,1986-02-01
Radek Smoleňák,smolera01,1986-12-03
Peter Smrek,smrekpe01,1979-02-16
Vladimír Sobotka,sobotvl01,1987-07-02
Radovan Somík,somikra01,1977-05-05
Jaroslav Špaček,spaceja01,1974-02-11
Martin Špaňhel,spanhma01,1977-07-01
Tomáš Sršeň,srsento01,1966-08-25
Rastislav Staňa,stanara01,1980-01-10
Anton Šťastný,stastan01,1959-08-05
Marián Šťastný,stastma01,1953-01-08
Peter Šťastný,stastpe01,1956-09-18
Patrik Štefan,stefapa01,1980-09-16
Martin Straka,strakma01,1972-09-03
Petr Straka,strakpe01,1992-06-15
Martin Štrbák,strbama01,1975-01-15
Jozef Stümpel,stumpjo01,1972-07-20
Radoslav Suchý,suchyra01,1976-04-07
Tomáš Surový,surovto01,1981-09-24
Andrej Šustr,sustran01,1990-11-29
Marek Svatoš,svatoma01,1982-06-17
Róbert Švehla,svehlro01,1969-01-02
Jaroslav Svejkovský,svejkja01,1976-10-01
Jaroslav Svoboda,svoboja01,1980-06-01
Petr Svoboda,svobope01,1966-02-14
Petr Svoboda,svobope02,1980-06-20
Michal Sýkora,sykormi01,1973-07-05
Petr Sýkora,sykorpe01,1976-11-19
Petr Sýkora,sykorpe02,1978-12-21
Tomáš Tatar,tatarto01,1990-12-01
Petr Tatíček,taticpe01,1983-09-22
Petr Tenkrát,tenkrpe01,1977-05-31
Milan Tichý,tichymi01,1969-09-22
Jiří Tlustý,tlustji01,1988-03-16
Pavel Trnka,trnkapa01,1976-07-27
Roman Turek,turekro01,1970-05-21
Roman Tvrdoň,tvrdoro01,1981-01-29
Dominik Uher,uherdo01,1992-12-31
Ľubomír Vaic,vaiclu01,1977-03-06
Boris Valábik,valabbo01,1986-02-14
Václav Varaďa,varadva01,1976-04-26
Josef Vašíček,vasicjo01,1980-09-12
Tomáš Vincour,vincoto01,1990-11-19
Ľubomír Višňovský,visnolu01,1976-08-11
Tomáš Vlasák,vlasato01,1975-02-01
Tomáš Vokoun,vokouto01,1976-07-02
David Volek,volekda01,1966-06-18
Jan Vopat,vopatja01,1973-03-22
Roman Vopat,vopatro01,1976-04-21
Jakub Voráček,voracja01,1989-08-15
Petr Vrána,vranape01,1985-03-29
Radim Vrbata,vrbatra01,1981-06-13
Vladimír Vůjtek,vujtevl01,1972-02-17
David Výborný,vyborda01,1975-01-22
Roman Will,willro01,1992-05-22
Libor Zábranský,zabrali01,1973-11-25
Miroslav Zálešák,zalesmi01,1980-01-02
Richard Zedník,zedniri01,1976-01-06
Marek Židlický,zidlima01,1977-02-03
Tomáš Žižka,zizkato01,1979-10-10
Frederik Andersen,anderfr01,1989-10-02
Oliver Bjorkstrand,bjorkol01,1995-04-10
Joachim Blichfeld,blichjo01,1998-07-17
Mikkel Bødker,boedkmi01,1989-12-16
Nikolaj Ehlers,ehlerni01,1996-02-14
Lars Eller,ellerla01,1989-05-08
Jannik Hansen,hanseja01,1986-03-15
Nicklas Jensen,jenseni01,1993-03-06
Philip Larsen,larseph01,1989-12-07
Oliver Lauridsen,lauriol01,1989-03-24
Frans Nielsen,nielsfr01,1984-04-24
Poul Popiel,popiepo01,1943-02-28
Peter Regin,reginpe01,1986-04-16
Patrick Russell,russepa01,1993-01-04
Jonas Røndbjerg,rondbjo01,1999-03-31
Nick Sörensen,sorenni01,1994-10-23
Mads Søgaard,sogaama01,2000-12-13
Alexander True,trueal01,1997-07-17
Udo Kiessling,kiessud01,1955-05-21
Marcel Mueller,muellma01,1988-07-10
Antti Aalto,aaltoan01,1975-03-04
Sebastian Aho,ahose01,1997-07-26
Peter Ahola,aholape01,1968-05-14
Sami Aittokallio,aittosa01,1992-08-06
Mika Alatalo,alatami01,1971-06-11
Justus Annunen,annunju01,2000-03-11
Joel Armia,armiajo01,1993-05-31
Niklas Bäckström,backsni01,1978-02-13
Aleksander Barkov,barkoal01,1995-09-02
Aki Berg,bergak01,1977-07-28
Sean Bergenheim,bergese01,1984-02-08
Kasper Björkqvist,bjorkka01,1997-07-10
Timo Blomqvist,blomqti01,1961-01-23
Arto Blomsten,blomsar01,1965-03-16
Henrik Borgström,borgshe01,1997-08-06
Toni Dahlman,dahlmto01,1979-09-03
Joonas Donskoi,donskjo01,1992-04-13
Miika Elomo,elomomi01,1977-04-21
Kari Eloranta,eloraka01,1956-02-29
Mikko Eloranta,elorami01,1972-08-24
Valtteri Filppula,filppva01,1984-03-20
Christopher Gibson,gibsoch01,1992-12-27
Markus Granlund,granlma01,1993-04-16
Mikael Granlund,granlmi01,1992-02-26
Tuomas Grönman,gronmtu01,1974-03-22
Jari Grönstrand,gronsja01,1962-11-14
Kari Haakana,haakaka01,1973-11-08
Ari Haanpää,haanpar01,1965-11-29
Henrik Haapala,haapahe01,1994-02-28
Matti Hagman,hagmama01,1955-09-21
Niklas Hagman,hagmani01,1979-12-05
Riku Hahl,hahlri01,1980-11-01
Jani Hakanpää,hakanja01,1992-03-31
Markus Hännikäinen,hannima01,1993-03-26
Teemu Hartikainen,hartite01,1990-05-03
Santeri Hatakka,hataksa01,2001-01-15
Erik Haula,haulaer01,1991-03-23
Ilkka Heikkinen,heikkil01,1984-11-13
Ville Heinola,heinovi01,2001-03-02
Miro Heiskanen,heiskmi01,1999-07-18
Riku Helenius,helenri01,1988-03-01
Sami Helenius,helensa01,1974-01-22
Raimo Helminen,helmira01,1964-03-11
Jukka Hentunen,hentuju01,1974-05-03
Aleksi Heponiemi,heponal01,1999-01-09
Roope Hintz,hintzro01,1996-11-17
Julius Honka,honkaju01,1995-12-03
Jani Hurme,hurmeja01,1975-01-07
Ville Husso,hussovi01,1995-02-06
Hannes Hyvönen,hyvonha01,1975-08-29
Jarkko Immonen,immonja01,1982-04-19
Risto Jalo,jalori01,1962-07-18
Kari Jalonen,jalonka01,1960-01-06
Marko Jantunen,jantuma01,1971-02-14
Hannu Järvenpää,jarveha01,1963-05-19
Martti Järventie,jarvema01,1976-04-04
Roby Jarventie,jarvero01,2002-08-08
Iiro Järvi,jarviii01,1965-03-23
Arto Javanainen,javanar01,1959-04-08
Jesse Joensuu,joensje01,1987-10-05
Mikko Jokela,jokelmi01,1980-03-04
Henri Jokiharju,jokihhe01,1999-06-17
Jussi Jokinen,jokinju01,1983-04-01
Olli Jokinen,jokinol01,1978-12-05
Jyrki Jokipakka,jokipjy01,1991-08-20
Olli Juolevi,juoleol01,1998-05-05
Timo Jutila,jutilti01,1963-12-24
Jari Kaarela,kaareja01,1958-08-08
Kaapo Kähkönen,kahkoka01,1996-08-16
Kaapo Kakko,kakkoka01,2001-02-13
Tomi Kallio,kallito01,1977-01-27
Hannu Kamppuri,kamppha01,1957-06-01
Kasperi Kapanen,kapanka01,1996-07-23
Niko Kapanen,kapanni01,1978-04-29
Sami Kapanen,kapansa01,1973-06-14
Jere Karalahti,karalje01,1975-03-25
Kasimir Kaskisuo,kaskika01,1993-10-02
Jarmo Kekäläinen,kekalja01,1966-07-03
Joonas Kemppainen,kemppjo01,1988-04-07
Veli-Pekka Ketola,ketolve01,1948-03-28
Marko Kiprusoff,kipruma01,1972-06-06
Miikka Kiprusoff,kiprumi01,1976-10-26
Joel Kiviranta,kivirjo01,1996-03-23
Ville Koistinen,koistvi01,1982-06-17
Tom Koivisto,koivito01,1974-06-04
Mikko Koivu,koivumi01,1983-03-12
Saku Koivu,koivusa01,1974-11-23
Otto Koivula,koivuot01,1998-09-01
Joona Koppanen,koppajo01,1998-02-25
Lauri Korpikoski,korpila01,1986-07-28
Joonas Korpisalo,korpijo01,1994-04-28
Mikko Koskinen,koskimi01,1988-07-18
Kalle Kossila,kossika01,1993-04-14
Jesperi Kotkaniemi,kotkaje01,2000-07-06
Lasse Kukkonen,kukkola01,1981-09-18
Jarno Kultanen,kultaja01,1973-01-08
Janne Kuokkanen,kuokkja01,1998-05-25
Rasmus Kupari,kuparra01,2000-03-15
Jari Kurri,kurrija01,1960-05-18
Markku Kyllönen,kylloma01,1962-02-15
Teemu Laakso,laakste01,1987-08-27
Antti Laaksonen,laaksan01,1973-10-03
Patrik Laine,lainepa01,1998-04-19
Brad Lambert,lambebr01,2003-12-19
Juho Lammikko,lammiju01,1996-01-29
Kevin Lankinen,lankike01,1995-04-28
Janne Laukkanen,laukkja01,1970-03-19
Artturi Lehkonen,lehkoar01,1995-07-04
Jori Lehterä,lehtejo01,1987-12-23
Jere Lehtinen,lehtije01,1973-06-24
Petteri Lehto,lehtope01,1961-03-13
Antero Lehtonen,lehtoan01,1954-04-12
Kari Lehtonen,lehtoka01,1983-11-16
Mikko Lehtonen,lehtomi01,1978-06-12
Mikko Lehtonen,lehtomi02,1987-04-01
Mikko Lehtonen,lehtomi03,1994-01-16
Ville Leino,leinovi01,1983-10-06
Mikko Leinonen,leinomi01,1955-07-15
Sami Lepistö,lepissa01,1984-10-17
Otto Leskinen,leskiot01,1997-02-06
Tapio Levo,levota01,1955-09-24
Anton Levtchi,levtcan01,1995-11-28
Juha Lind,lindju01,1974-01-02
Petteri Lindbohm,lindbpe02,1993-09-23
Esa Lindell,lindees01,1994-05-23
Perttu Lindgren,lindgpe01,1987-08-26
Jyrki Lumme,lummejy01,1966-07-16
Pentti Lund,lundpe01,1925-12-06
Anton Lundell,lundean01,2001-10-03
Mikko Luoma,luomami01,1976-06-22
Eetu Luostarinen,luostee01,1998-09-02
Joona Luoto,luotojo01,1997-09-26
Ukko-Pekka Luukkonen,luukkuk01,1999-03-09
Toni Lydman,lydmato01,1977-09-25
Olli Määttä,maattol01,1994-08-22
Matias Maccelli,maccema01,2000-10-14
Saku Mäenalanen,maenasa01,1994-05-29
Mikko Mäkelä,makelmi01,1965-02-28
Tomi Mäki,makito01,1983-08-19
Eetu Mäkiniemi,makinee01,1999-04-19
Kari Makkonen,makkoka01,1955-01-20
Olli Malmivaara,malmiol01,1982-03-13
Masi Marjamäki,marjama01,1985-01-16
Jussi Markkanen,markkju01,1975-05-08
Nikolas Matinpalo,matinni01,1998-10-05
Markus Mattsson,mattsma01,1957-07-30
Anssi Melametsä,melaman01,1961-06-21
Waltteri Merela,merelwa01,1998-07-06
Leevi Merilainen,merille01,2002-08-13
Antti Miettinen,miettan01,1980-07-03
Niko Mikkola,mikkoni01,1996-04-27
Jarmo Myllys,myllyja01,1965-05-29
Markus Niemeläinen,niemema01,1998-06-08
Antti Niemi,niemian02,1983-08-29
Antti-Jussi Niemi,niemian01,1977-09-22
Ville Nieminen,niemivi01,1977-04-06
Janne Niinimaa,niinija01,1975-05-22
Antero Niittymäki,niittan01,1980-06-18
Sami Niku,nikusa01,1996-10-10
Petteri Nokelainen,nokelpe01,1986-01-16
Mika Noronen,noronmi01,1979-06-17
Fredrik Norrena,norrefr01,1973-11-29
Petteri Nummelin,nummepe01,1972-11-25
Teppo Numminen,nummite01,1968-07-03
Kai Nurminen,nurmika01,1969-03-29
Pasi Nurminen,nurmipa01,1975-12-17
Markus Nutivaara,nutivma01,1994-06-06
Janne Ojanen,ojaneja01,1968-04-09
Joni Ortio,ortiojo01,1991-04-16
Oskar Osala,osalaos01,1987-12-26
Iiro Pakarinen,pakarii01,1991-08-25
Juuso Pärssinen,parssju01,2001-02-01
Timo Pärssinen,parssti01,1977-01-19
Ville Peltonen,peltovi01,1973-05-24
Harri Pesonen,pesonha01,1988-08-06
Janne Pesonen,pesonja01,1982-05-11
Lennart Petrell,petrele01,1984-04-13
Tomi Pettinen,pettito01,1977-06-17
Tuomas Pihlman,pihlmtu01,1982-11-13
Antti Pihlström,pihlsan01,1984-10-22
Ilkka Pikkarainen,pikkail01,1981-04-19
Lasse Pirjetä,pirjela01,1974-04-04
Esa Pirnes,pirnees01,1977-04-01
Joni Pitkänen,pitkajo01,1983-09-19
Jukka Porvari,porvaju01,1954-01-19
Al Pudas,pudasal01,1899-02-17
Teemu Pulkkinen,pulkkte01,1992-01-02
Valtteri Puustinen,puustva01,1999-06-04
Mika Pyörälä,pyorami01,1981-07-13
Mikael Pyyhtia,pyyhtmi01,2001-12-17
Antti Raanta,raantan01,1989-05-12
Karri Rämö,ramoka01,1986-07-01
Sampo Ranta,rantasa01,2000-05-31
Mikko Rantanen,rantami01,1996-10-29
Joonas Rask,raskjo01,1990-03-24
Tuukka Rask,rasktu01,1987-03-10
Aatu Räty,ratyaa01,2002-11-14
Aku Raty,ratyak01,2001-07-05
Pekka Rautakallio,rautape01,1953-07-25
Tarmo Reunanen,reunata01,1998-03-01
Juuso Riikola,riikoju01,1993-11-09
Pekka Rinne,rinnepe01,1982-11-03
Rasmus Rissanen,rissara01,1991-07-13
Rasmus Ristolainen,ristora01,1994-10-27
Jani Rita,ritaja01,1981-07-25
Arttu Ruotsalainen,ruotsar01,1997-10-29
Reijo Ruotsalainen,ruotsre01,1960-04-01
Christian Ruuttu,ruuttch01,1964-02-20
Jarkko Ruutu,ruutuja01,1975-08-23
Tuomo Ruutu,ruututu01,1983-02-16
Jussi Rynnäs,rynnaju01,1987-05-22
Aleksi Saarela,saareal01,1997-01-07
Simo Saarinen,saarisi01,1963-02-14
Anssi Salmela,salmean01,1984-08-13
Tony Salmelainen,salmeto01,1981-08-08
Robin Salo,saloro01,1998-10-13
Sami Salo,salosa01,1974-09-02
Miikka Salomäki,salommi01,1993-03-09
Tomas Sandström,sandsto01,1964-09-04
Tommi Santala,santato01,1979-06-27
Juuse Saros,sarosju01,1995-04-19
Harri Säteri,saterha01,1989-12-29
Teemu Selänne,selante01,1970-07-03
Jyrki Seppä,seppajy01,1961-11-14
Risto Siltanen,siltari01,1958-10-31
Ilkka Sinisalo,sinisil01,1958-07-10
Ville Sirén,sirenvi01,1964-02-11
Petri Skriko,skrikpe01,1962-03-13
Kai Suikkanen,suikkka01,1959-06-29
Raimo Summanen,summara01,1962-03-02
Antti Suomela,suomean01,1994-03-17
Kari Takko,takkoka01,1962-06-23
Iiro Tarkki,tarkkii01,1985-07-01
Teuvo Teräväinen,teravte01,1994-09-11
Lassi Thomson,thomsla01,2000-09-24
Esa Tikkanen,tikkaes01,1965-01-25
Jussi Timonen,timonju01,1983-06-29
Kimmo Timonen,timonki01,1975-03-18
Hannu Toivonen,toivoha01,1984-05-18
Eeli Tolvanen,tolvaee01,1999-04-22
Jari Torkki,torkkja01,1965-08-11
Antti Törmänen,tormaan01,1970-09-19
Vesa Toskala,toskave01,1977-05-20
Lauri Tukonen,tukonla01,1986-09-01
Marko Tuomainen,tuomama01,1972-04-25
Urho Vaakanainen,vaakaur01,1999-01-01
Ossi Väänänen,vaanaos01,1980-08-18
Juuso Välimäki,valimju01,1998-10-06
Petri Varis,varispe01,1969-05-13
Jarkko Varvio,varvija01,1972-04-28
Sami Vatanen,vatansa01,1991-06-03
Veini Vehviläinen,vehvive01,1997-02-13
Kristian Vesalainen,vesalkr01,1999-06-01
Vesa Viitakoski,viitave01,1971-02-13
Hannu Virta,virtaha01,1963-03-22
Tony Virta,virtato01,1972-06-28
Juha Widing,widinju01,1947-07-04
Petteri Wirtanen,wirtape01,1986-05-28
Juha Ylönen,yloneju01,1972-02-13
Yohann Auvitu,auvityo01,1989-07-27
Pierre-Édouard Bellemare,bellepi01,1985-03-06
Philippe Bozon,bozonph01,1966-11-30
Stéphane Da Costa,dacosst01,1989-07-11
Pat Daley,daleypa01,1959-03-27
Pierrick Dube,dubepi01,2001-01-07
Cristobal Huet,huetcr01,1975-09-03
Paul MacLean,maclepa01,1958-03-09
Xavier Ouellet,ouellxa01,1993-07-29
André Peloffy,pelofan01,1951-02-25
Antoine Roussel,roussan01,1989-11-21
Max Sauve,sauvema01,1990-01-30
Alexandre Texier,texieal01,1999-09-13
Nikita Alexandrov,alexani01,2000-09-16
Lean Bergmann,bergmle01,1998-10-04
Sven Butenschön,butensv01,1976-03-22
Nico Daws,dawsni01,2000-12-22
Leon Draisaitl,draisle01,1995-10-27
Christian Ehrhoff,ehrhoch01,1982-07-06
Jean-Marc Gaulin,gaulije01,1962-03-03
Randy Gilhen,gilhera01,1963-06-13
Brian Glynn,glynnbr01,1967-11-23
Marcel Goc,gocma01,1983-08-24
Sascha Goc,gocsa01,1979-04-14
Erich Goldmann,goldmer01,1976-04-07
Mikhail Grabovski,grabomi01,1984-01-31
Thomas Greiss,greisth01,1986-01-29
Philipp Grubauer,grubaph01,1991-11-25
Dany Heatley,heatlda01,1981-01-21
Jochen Hecht,hechtjo01,1977-06-21
Uli Hiemer,hiemeul01,1962-09-21
Korbinian Holzer,holzeko01,1988-02-16
Willie Huber,huberwi01,1958-01-15
Uwe Krupp,kruppuw01,1965-06-24
Tom Kühnhackl,kuhnhto01,1992-01-21
Michel Larocque,larocmi02,1976-10-03
Marc Michaelis,michama01,1995-07-31
Danny O'Regan,oregada01,1994-01-30
John-Jason Peterka,peterjo01,2002-01-14
Timo Pielmeier,pielmti01,1989-07-07
Lukas Reichel,reichlu01,2002-05-17
Tobias Rieder,riedeto01,1993-01-10
Christoph Schubert,schubch01,1982-02-05
Dennis Seidenberg,seidede01,1981-07-18
Moritz Seider,seidemo01,2001-04-06
Marco Sturm,sturmma01,1978-09-08
Nico Sturm,sturmni01,1995-05-03
Tim Stützle,stuetti02,2002-01-15
Alexander Sulzer,sulzeal01,1984-05-30
Walt Tkaczuk,tkaczwa01,1947-09-29
Niklas Treutle,treutni01,1991-04-29
Stefan Ustorf,ustorst01,1974-01-03
David Wolf,wolfda01,1989-09-15
Claude Vilgrain,vilgrcl01,1963-03-01
Richie Regehr,regehri01,1983-01-17
Sid Finney,finnesi01,1929-05-01
Bobby Kirk,kirkbo01,1909-08-08
Jim McFadden,mcfadji01,1920-04-15
Sammy McManus,mcmansa01,1911-10-22
Jack Riley,rileyja01,1910-12-29
Nelson Debenedet,debenne01,1947-12-31
Victor Posa,posavi01,1966-11-05
Luca Sbisa,sbisalu01,1990-01-30
Graeme Townshend,townsgr01,1965-10-02
Yutaka Fukufuji,fukufyu01,1982-09-17
Ryan O'Marra,omarrry01,1987-06-09
Victor Antipin,antipvi01,1992-12-06
Rūdolfs Balcers,balceru01,1997-04-08
Uvis Balinskis,balinuv01,1996-08-01
Teddy Blueger,bluegte01,1994-08-15
Charlie Cotch,cotchch01,1900-02-21
Zemgus Girgensons,girgeze01,1994-01-05
Kristers Gudlevskis,gudlekr01,1992-07-31
Matiss Kivlenieks,kivlema01,1996-08-26
Elvis Merzļikins,merzlel01,1994-04-13
Kristiāns Rubīns,rubinkr01,1997-12-11
Arturs Silovs,silovar01,2001-03-22
Ed Hatoum,hatoued01,1947-12-07
Andrey Pedan,pedanan01,1993-07-03
Ed Kea,keaed01,1948-01-19
Daniel Sprong,spronda01,1997-03-17
Akim Aliu,aliuak01,1989-04-24
Rumun Ndur,ndurru01,1975-07-07
Jonas Holøs,holosjo01,1987-08-27
Espen Knutsen,knutses01,1972-01-12
Andreas Martinsen,martian01,1990-06-13
Emil Martinsen Lilleberg,martiem01,2001-02-02
Anders Myrvold,myrvoan01,1975-08-12
Bjørn Skaare,skaarbj01,1958-10-29
Patrick Thoresen,thorepa01,1983-11-07
Ole-Kristian Tollefsen,tolleol01,1984-03-29
Mats Zuccarello,zuccama01,1987-09-01
